canonical_concept,header_variant,target_field,variant_type,confidence_hint,source,active,notes
last_\1ame,Prac_Name,lastName,underscore,0.93,phase2_v3_scan,true,
last_name,Practitioner Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Prov. Last Name,lastName,dotted_duplicate,0.8,phase2_file_scan,true,
last_name,Provider Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Provider Last Name*,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Provider Name,lastName,title_case,0.70,phase2_file_scan,true,
last_name,Provider's Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_\1ame,ProviderLastName,lastName,title_case,0.75,phase2_v3_scan,true,
last_name,Provider_Last_Name,lastName,underscore,0.8,phase2_file_scan,true,
last_name,Providers Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Supervising Provider Last Name,lastName,title_case,0.8,phase2_file_scan,true,
last_name,Supervising_Provider_Last_Name,lastName,underscore,0.8,phase2_file_scan,true,
last_name,client_LastName,lastName,underscore,0.8,phase2_file_scan,true,
last_name,last_name,lastName,underscore,0.93,phase2_file_scan,true,
last_name,last_name_Vendor_Action,lastName,underscore,0.8,phase2_file_scan,true,
last_name,last_name_Vendor_Value,lastName,underscore,0.8,phase2_file_scan,true,
last_name,last_name_other,lastName,underscore,0.8,phase2_file_scan,true,
last_\1ame,prvdr last nm,lastName,exact,0.93,phase2_v3_scan,true,
last_\1ame,svc_prvdr_last_nm,lastName,underscore,0.85,phase2_v3_scan,true,
last_outreach_date,Outreach Attempt Date 1,lastOutreachDate,title_case,0.70,phase2_file_scan,true,
last_outreach_date,Outreach Attempt Date 2,lastOutreachDate,title_case,0.70,phase2_file_scan,true,
last_outreach_date,Outreach Attempt Date 3,lastOutreachDate,title_case,0.70,phase2_file_scan,true,
line_\1f_\1usiness,LOB,lineOfBusiness,upper_exact,0.80,v4_fix,true,
line_of_business,Line of Business,lineOfBusiness,title_case,0.8,phase2_file_scan,true,
line_\1f_\1usiness,Line(s) of Business,lineOfBusiness,title_case,0.80,v4_fix,true,
location_call_coverage_phone,24 Hour Coverage Arrangements,locationCallCoveragePhone,exact,0.95,learning_kb_correction,true,
location_call_coverage_phone,Liability Coverage Amts,locationCallCoveragePhone,title_case,0.8,mapping_export,true,
location_handicap_accessible,HANDICAP ACCESSIBLE,locationHandicapAccessible,upper_exact,0.8,phase2_file_scan,true,
location_handicap_accessible,HANDICAP ACCESSIBLE?,locationHandicapAccessible,upper_exact,0.8,phase2_file_scan,true,
location_handicap_accessible,Handicap Accessibility,locationHandicapAccessible,title_case,0.8,phase2_file_scan,true,
location_handicap_accessible,"Handicap Accessibility
(Y/N)",locationHandicapAccessible,title_case,0.8,phase2_file_scan,true,
location_handicap_accessible,Handicap accessible location?,locationHandicapAccessible,title_case,0.8,phase2_file_scan,true,
location_handicap_accessible,Handicap- accessible location?,locationHandicapAccessible,title_case,0.8,phase2_file_scan,true,
location_handicap_accessible,Limited Handicap Accessibility?,locationHandicapAccessible,title_case,0.8,phase2_file_scan,true,
location_handicap_accessible,"Limited Handicap Accessibility?
(Y/N)",locationHandicapAccessible,title_case,0.8,phase2_file_scan,true,
location_handicap_accessible,"Location Handicap Accessible
(Y or N)
REQUIRED",locationHandicapAccessible,title_case,0.8,phase2_file_scan,true,
location_handicap_accessible,"OPTIONAL:
Is the office handicap accessible (building, exam rooms, restrooms, equipment)",locationHandicapAccessible,title_case,0.8,phase2_file_scan,true,
maximum_\1nrollees_\1apacity,Maximum Number of Patients Assigned,maximumEnrolleesCapacity,title_case,0.75,phase2_v3_scan,true,
medicaid_id,Accepting Medicaid Patients,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Additional Requirements for C&S=Medicaid,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,AddressesDMPNAdditional-1-MedicaidNumber_1,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,AddressesDMPNAdditional-2-MedicaidNumber_1,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,AddressesDMPNAdditional-3-MedicaidNumber_1,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,AddressesDMPNAdditional-4-MedicaidNumber_1,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,AddressesDMPNAdditional-5-MedicaidNumber_1,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,AddressesDMPNPrimary-1-MedicaidNumber,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,AddressesDMPNPrimary-2-MedicaidNumber,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,BCBS MEDICAID,medicaidId,upper_exact,0.8,phase2_file_scan,true,
medicaid_id,C&S=Medicaid Market,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,CIS ID KY Medicaid,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Contracted for Medicaid?,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,DC Medicaid Provider #,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,DC Medicaid Provider Y/N,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Group Medicaid ID(s),medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,KY Medicaid #,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,MA #,medicaidId,upper_exact,0.95,learning_kb_correction,true,
medicaid_id,"MEDICAID
(TPI)",medicaidId,upper_exact,0.8,phase2_file_scan,true,
medicaid_id,MEDICAID_ID,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid #,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid # Effective Date,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid # Expiration Date,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid # State,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Disclosure (NY RECREDS ONLY),medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Disclosure Notes,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Eff Date,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Exclusion,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,"Medicaid Exclusion
Effective 4/1/2025
Check Medicaid Exclusions for all states being credentialed even if UHC does not have Medicaid in the state.
(multistate element)",medicaidId,dotted_duplicate,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID      (If Applicable),medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID 1,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID 2,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID 3,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID State,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID State 1,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID State 2,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid ID State 3,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Individual Number,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Number,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Number (NY ONLY),medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Number (Optional),medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Number MMIS,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Number Notes,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Product            (if offered) (Y/N),medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid Special Needs Survey,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid State,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid#,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,MedicaidID,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_1,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_4,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_ID_1,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_ID_2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_ID_3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_ID_State_1,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_ID_State_2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_ID_State_3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Medicaid_ID_States,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Provider's MMIS (Medicaid Number),medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Secondary Medicaid # Effective Date,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Secondary Medicaid # Expiration Date,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Secondary Medicaid # State,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Secondary Medicaid#,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Site Medicaid ID,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Tertiary Medicaid # Effective Date,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Tertiary Medicaid # Expiration Date,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Tertiary Medicaid # State,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Tertiary Medicaid#,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,VA Medicaid Individual Number Effective Date,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,Vendor_MedicaidID,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,Virginia Medicaid Individual Provider Number,medicaidId,title_case,0.8,phase2_file_scan,true,
medicaid_id,medicaidNumber,medicaidId,exact,0.8,phase2_file_scan,true,
medicaid_id,medicaid_expiration_date,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_expiration_date2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_expiration_date3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_facility,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_facility2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_facility3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_issue_date,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_issue_date2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_issue_date3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_number,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_number2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_number3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_state,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_state2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_state3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_status,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_status2,medicaidId,underscore,0.8,phase2_file_scan,true,
medicaid_id,medicaid_status3,medicaidId,underscore,0.8,phase2_file_scan,true,
medicare_id,"*# of Staffed, Medicare-Certified Beds",medicareId,exact,0.8,phase2_file_scan,true,
medicare_id,AddressesDMPNAdditional-1-MedicareNumber_1,medicareId,underscore,0.8,phase2_file_scan,true,
medicare_id,AddressesDMPNAdditional-2-MedicareNumber_1,medicareId,underscore,0.8,phase2_file_scan,true,
medicare_id,AddressesDMPNAdditional-3-MedicareNumber_1,medicareId,underscore,0.8,phase2_file_scan,true,
medicare_id,AddressesDMPNAdditional-4-MedicareNumber_1,medicareId,underscore,0.8,phase2_file_scan,true,
medicare_id,AddressesDMPNAdditional-5-MedicareNumber_1,medicareId,underscore,0.8,phase2_file_scan,true,
medicare_id,AddressesDMPNPrimary-1-MedicareNumber,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,AddressesDMPNPrimary-2-MedicareNumber,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,CIS ID CHC Medicare,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,CIS ID HUM Medicare,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,"Companion Provider Medicare ID
IF AVAILABLE/NOT REQUIRED",medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Contracted for Medicare HMO?,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Contracted for Medicare PFFS?,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Contracted for Medicare PPO?,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Group Medicare ID(s),medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,"Has provider chosen to opt-out of Medicare
(yes or no)",medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Individual Medicare,medicareId,title_case,0.95,learning_kb_correction,true,
medicare_id,MEDICARE # (1),medicareId,upper_exact,0.95,learning_kb_correction,true,
medicare_id,MEDICARE # (2),medicareId,upper_exact,0.95,learning_kb_correction,true,
medicare_id,MEDICARE # (3),medicareId,upper_exact,0.95,learning_kb_correction,true,
medicare_id,MEDICARE (PTAN),medicareId,upper_exact,0.8,phase2_file_scan,true,
medicare_id,MEDICARE SPECIALTY 2,medicareId,upper_exact,0.8,phase2_file_scan,true,
medicare_id,MEDICARE SPECIALTY 3,medicareId,upper_exact,0.8,phase2_file_scan,true,
medicare_id,MEDICARE SPECIALTY 5,medicareId,upper_exact,0.8,phase2_file_scan,true,
medicare_id,MEDICARE SPECIALTY 6,medicareId,upper_exact,0.8,phase2_file_scan,true,
medicare_id,MEDICARE SPECIALTY4,medicareId,upper_exact,0.8,phase2_file_scan,true,
medicare_id,MEDICARE_ID,medicareId,underscore,0.8,phase2_file_scan,true,
medicare_id,Medicare,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare #,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,"Medicare #
(Required)",medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,"Medicare #
Do not return roster if pending.",medicareId,dotted_duplicate,0.8,phase2_file_scan,true,
medicare_id,Medicare # Effective Date,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare # Expiration Date,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare CIS,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Eff: Date,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare ID,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,"Medicare ID
REQUIRED",medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare ID (Must provide if contracted with Medicare),medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Indiv PTAN Loc 15,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Indiv PTAN Loc 16,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Indiv PTAN Loc 99,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Individual 1,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Individual 2,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Individual 3,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Individual 4,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Individual 5,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Number,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Number (Optional),medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Number Notes,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Opt Out,medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,Medicare Products (Y/N),medicareId,title_case,0.8,phase2_file_scan,true,
medicare_id,"Medicare Products (Y/N)
Auto-populated. Do not change",medicareId,dotted_duplicate,0.8,phase2_file_scan,true,
